Headline,Date,Stock_Ticker
More Retail Results Pour In Ahead Of Holiday After Monday's Record-Setting Session,2019-11-26,NVDA
"Earnings Scheduled For November 9, 2017",2017-11-09,NVDA
"FBR Capital Maintains Market Perform on NVIDIA Corporation, Raises PT to $17.00",2014-02-13,NVDA
Nvidia Running After Hours; Beats On Top And Bottom Lines (NVDA),2011-05-12,NVDA
Analysts Weigh In On Intel's Security Issues,2018-01-04,NVDA
Option Alert: NVDA Jan17 40.0 Calls Sweep: 2000 @ ASK $20.98: 2036 traded vs 2081 OI: Earnings today After Close $59.83 Ref,2016-08-11,NVDA
How Stable Are Their Networks? AT&T And Verizon Set To Release Q1 Earnings,2020-04-21,AAPL
10 Biggest Price Target Changes For Monday,2020-05-11,NVDA
14 Technology Stocks Moving In Thursday's Pre-Market Session,2020-01-30,NVDA
10 Biggest Price Target Changes For Wednesday,2020-04-08,AAPL
Quarterhill's Wi-LAN Reports Polaris Innovations Subsidiary Granted Term License For Certain Patents Owned By Polaris To NVIDIA As Well As Options for NVIDIA To Renew Through Life Of Patents,2019-04-23,NVDA
Infographic: PC Gamers Prefer Nvidia GPUs,2018-08-22,NVDA
"Fusion-io Teams Up With NVIDIA, Tweak Software and Thinkbox Software to Accelerate Entertainment Production",2011-08-08,NVDA
Airlines Soar Again In Pre-Market Trading Amid More Reopening Optimism,2020-06-08,AAPL
PlayStation 4 was Too Expensive for NVIDIA,2013-03-14,NVDA
Benzinga's Top Pre-Market Gainers,2012-12-14,NVDA
Option Alert: Nvidia Apr 24 $22.5 Call; 2853 Contract Trade at Ask @$0.23,2015-04-17,NVDA
Tim Cook Announces Apple 10M Masks Donation To US Health Workers,2020-03-26,AAPL
Apple CEO: Our Products Are Even More Important In 'These Times',2020-04-30,AAPL
"Nvidia Shares Up After Earnings, But A Weak Recovery Does Not Bode Well For The Chart",2019-02-15,NVDA
Why A Pullback Is Just What Nvidia Needed,2017-01-04,NVDA
Shares of several semi/microchip companies are trading higher after Advanced Micro Devices reported better-than-expected Q1 EPS and sales results.,2019-04-30,NVDA
Mellanox to be Acquired by NVIDIA for $125/Share Cash,2019-03-11,NVDA
Watch These 5 Huge Put Purchases In Monday Trade,2016-06-20,NVDA
"Morgan Stanley Maintains Overweight on NVIDIA, Lowers Price Target to $268",2020-03-18,NVDA
50 Biggest Movers From Friday,2018-08-20,NVDA
Apple shares are trading higher as tech stocks rebound following Monday's crash. Morgan Stanley analysts today maintained an overweight rating on the stock.,2020-03-17,AAPL
NVIDIA shares are trading higher after RBC Capital maintained an Outperform rating on the stock and raised the price target from $190 to $217.,2019-10-07,NVDA
"Barron's Picks And Pans: Chipotle, Snap, AMD And More",2017-02-05,NVDA
"Big Short Interest Swings in Chip Makers (ARMH, MU, NVDA)",2013-03-31,NVDA
"RBC Capital Maintains Outperform on NVIDIA, Raises Price Target to $301",2020-02-10,NVDA
"Nvidia Chips Are The 'Engine Of Artificial Intelligence,' CEO Tells Cramer",2019-11-20,NVDA
"Bluefin Research Talks Trade War Impact On Nvidia, AMD",2018-07-13,NVDA
"Apple Capitalizes On Plunge In Yields, Issues Cheapest Bonds In Years",2020-05-05,AAPL
Shares of several technology companies are trading lower. Movement appears market related as markets continue to dip amid the global coronavirus outbreak.,2020-03-06,NVDA
Apple Analyst Projects 'Multi-Quarter Impact' On iPhone Shipments From COVID-19 Pandemic,2020-04-01,AAPL
"Barron's Picks And Pans: Big Tech Picks, Bank Stocks Large and Small And More",2020-03-21,AAPL
"Argus Sees the Global Connected Car Market Reaching ~$150B, Telematics as $50B Market Opportunity by 2020",2015-12-22,NVDA
12 Stocks Getting Crushed By Bitcoin's Rout,2017-12-22,NVDA
Brean Murray Initiates Coverage Nvidia at Hold,2012-09-28,NVDA
Nvidia's Q4 Earnings Outlook,2020-02-13,NVDA
"With Jobs Report Ahead, Focus Turns To Economic Data, Auto Sales, Tesla Output",2019-07-02,NVDA
"GM, Intel, NVIDIA, Viacom: Fast Money Picks For February 10",2017-02-10,NVDA
"Will Google's $229 Nexus 7 Upgrade Dethrone Apple's iPad Mini? (AAPL, GOOG)",2013-07-24,NVDA
"B. Riley FBR Maintains Buy on NVIDIA, Raises Price Target to $300",2018-05-11,NVDA
UPDATE: Morgan Stanley Initiates Coverage on NVIDIA,2012-05-31,NVDA
Market Wrap for Thursday February 14: Stocks Close Near Unchanged,2013-02-14,NVDA
Shares of several semiconductor stocks are trading lower after Intel issued concerning guidance at an investor event on Wednesday; BMO also downgraded the company's stock from Outperform to Market Perform.,2019-05-09,NVDA
AMD Falls As Major Shareholder Sells,2019-02-05,NVDA
Stocks To Watch For November 11,2011-11-11,NVDA
NVIDIA Shares Rebound 1.5% From Session Low At Open But Still Down ~0.7% For Session; CNBC Recently Published 'Elon Musk says Tesla A.I. chip project is 'finally coming to fruition'',2018-08-02,NVDA
Nvidia Partners With Continental On AI Self-Driving Cars,2018-02-05,NVDA
"Earnings Scheduled For November 8, 2012",2012-11-08,NVDA
Here's How The 'MAGA' Tech Giant Stocks Performed In Q1,2020-04-01,AAPL
"Earnings Feast: Bring a Plate With Healthcare and Caterpillar in Morning, GOOGL And AMD Later",2020-04-28,AAPL
"BMO Capital Maintains Market Perform on NVIDIA, Lowers Price Target to $175",2018-11-16,NVDA
"Top day traders Stocks and nalyst Upgrades & Downgrades on 5/13/11- NVDA, PNSN, VRML, A, YHOO, DF",2011-05-13,NVDA
"UPDATE: Deutsche Bank Lowers PT to $14 on NVIDIA, Maintains Hold",2012-01-25,NVDA
The Hottest Stock Of 2016 No Longer A Buy For This Analyst,2017-02-23,NVDA
Option Alert: Nvidia May 12th 120 Calls: 5610 @ Above Ask! $0.27: 6681 traded vs 4201 OI: Earnings today After Close $103.97 Ref,2017-05-09,NVDA
23 Notable Presentations On The CES 2017 Schedule,2016-12-28,NVDA
Apple Confirms Acquisition Of Virtual Reality Startup NextVR,2020-05-15,AAPL
"NVIDIA Corp. Files Mixed Shelf Offering, Terms Not Disclosed",2016-09-06,NVDA
"8 Stocks To Watch For May 1, 2020",2020-05-01,AAPL
"Retail Pro Says Giants Like Amazon, Walmart Will Prevail After Coronavirus: 'It's Not Fair'",2020-05-13,AAPL
Benzinga's Top Upgrades,2016-11-11,NVDA
Oppenheimer Comments On Intel & NVIDIA Following CFO Resignation,2011-03-16,NVDA
Option Alert: NVDA Fri 6/24 47.0 Puts (Wkly) Sweep: 749 @ ASK $0.95: 2346 traded vs 136 OI: Earnings 8/4 $46.92 Ref,2016-06-17,NVDA
17 More Financial Twitter Names To Follow In 2017,2017-01-06,NVDA
Bosch Reports AI Self-Driving Computer with NVIDIA,2017-03-15,NVDA
"Citron Research @CitronResearch 1m Citron readers know we have long been fans of $NVDA,but now the mkt is disregarding headwinds. In 2017 we will see $NVDA head back to $90",2016-12-28,NVDA
"HERE, Nvidia Partner on AI technology for HD Mapping from Cloud to Car",2017-01-05,NVDA
"MK M Partners Long NVDA Going Into Analyst Day, Semiconductor Analyst Maintains Buy ANd $135 PT, Says Core Gaming Business Is Strong",2016-03-29,NVDA
Benzinga's Top Downgrades,2015-11-03,NVDA
NVIDIA Names Colette Kress as CFO,2013-09-16,NVDA
AMD-Nvidia Graphics Competition Heats Up,2019-07-01,NVDA
Nvidia-Volkswagen Relationship Deepens As Deluge Of Autonomous Car News Continues,2017-06-27,NVDA
Forecasting Software: Nvidia Looks Primed For More Upside,2018-07-09,NVDA
"FBR Capital Maintains Market Perform on NVIDIA Corporation, Raises PT to $15.00",2013-11-08,NVDA
"Shares of several companies in the broader technology sector are trading lower despite market strength. Weakness potentially related to business reopenings and eased lockdown restrictions, as several names in the tech sector have benefited from work-from-home, home entertainment and e-commerce trends amid the pandemic.",2020-05-27,NVDA
"Top Percentage Gainers and Losers as of 2pm 05/13/11 (ABIO, GFRE, DDS, APL, DF, VRML, DAR, SWSH, ONTY, GS, RMBS, LPHI, GGS, CA, NVDA, IMRS, MNTX, MPG, GTY)",2011-05-13,NVDA
Option Alert: NVDA Fri 6/3 40.0 Calls (Wkly) Sweep: 500 @ ASK $2.90: 502 traded vs 538 OI: $42.60 Ref,2016-05-16,NVDA
NVIDIA Shares Down 1.6% Premarket; Goldman Removes Stock From 'Conviction Buy' List,2018-02-01,NVDA
"Barclays: Connected Cars Take Center Stage At CES, 3 Themes Emerge",2015-01-09,NVDA
"Susquehanna Upgrades NVIDIA Corporation to Neutral, Raises PT to $14.00",2014-02-03,NVDA
UPDATE: Wedbush Securities Reduces PT to $17 on Macro Uncertainties,2012-11-07,NVDA
"Arm Holdings Workng on Plan to Help Second-Tier IC Designers Catch up with Qualcomm, Nvidia -DigiTimes",2013-03-15,NVDA
"Morgan Stanley Maintains Overweight on Apple, Lowers Price Target to $328",2020-03-17,AAPL
NVIDIA shares are trading higher after Needham upgraded the company's stock from Underperform to Hold.,2020-01-13,NVDA
Has Nvidia Reached Peak Market Share?,2017-02-10,NVDA
"China's Global Times Mentions Qualcomm, Cisco, Apple And Boeing As 'four companies named by Chinese sources as possible targets for retaliation amid US moves against China's Huawei'",2020-05-15,AAPL
Nvidia Gets Burned On Earnings: This Chart Shows More Pain Ahead,2018-11-16,NVDA
"Benzinga's Top Upgrades (NOK, ILMN, NVDA, T)",2011-03-28,NVDA
NVIDIA Up 8.5% on Strong Q1 Earnings,2012-05-11,NVDA
Sony to Increase LCD TV Shipments by 19%,2013-05-13,NVDA
Analysts Sentiment On Nvidia Ahead Of Q2 Earnings,2017-08-10,NVDA
A Peek Into The Markets: U.S. Stock Futures Down Ahead Of Consumer Sentiment Report,2016-11-11,NVDA
"Apple Shows Signs Of Recovery From Coronavirus, Doesn't Shake Bulls With Lack Of Guidance",2020-05-01,AAPL
"Apple $425 Per Share Case 'On The Horizon,' Analyst Says",2020-06-05,AAPL
Watch These 7 Huge Put Purchases In Monday Trade,2016-12-19,NVDA
Q4 2017 Real-Time Call Brief,2017-02-09,NVDA
"Asia Markets Mixed As Coronavirus Cases Rise, Mobile World Congress Canceled",2020-02-14,NVDA
"Cold Start: Worries About Hawkish Fed, Rising Prices Seem To Weigh On Sentiment",2018-11-09,NVDA
Has Weakness In Semiconductor Stocks Made It Time To Buy?,2017-12-05,NVDA
Stocks Hitting 52-Week Highs,2016-12-15,NVDA
Jobs Growth Stays A Little Slow in April As Unemployment Rate Falls,2018-05-04,NVDA
A Peek Into The Markets: US Stock Futures Edge Higher Ahead Of Economic Reports,2020-02-14,NVDA
BofA: Three Semiconductor Picks In A Choppy Market,2018-02-10,NVDA
"B of A Securities Reiterates Buy on Apple, Lowers Price Target to $320",2020-03-11,AAPL
This Is The Nvidia Pullback You've Been Waiting For,2017-08-14,NVDA
"After NVIDIA's Solid Q3, Analyst Sees 18% Upside",2016-11-11,NVDA
"Wells Fargo Maintains Overweight on NVIDIA, Lowers Price Target to $280",2020-03-20,NVDA
"Cascend Maintains Buy on Apple, Lowers Price Target to $325",2020-05-01,AAPL
GameStop Shares Volatile Between $4.10-$4.20 Level; Pullback From $4.20 Level On Volume Following The Verge Report Of NVIDIA Streaming Game Service,2020-02-04,NVDA
Stocks Hitting 52-Week Highs,2016-08-12,NVDA
"US Stock Futures Flat; ECB, Economic Data In Focus",2012-11-08,NVDA
"CEO Huang Registers 125,002 Shares of NVIDIA -Form 144",2017-01-19,NVDA
NVIDIA Sets Conference Call for First-Quarter Financial Results For May 10th After Market Close,2018-04-19,NVDA
Some Staples Stocks Bouncing Back After Sliding In Recent Rally As Caution Tightens Grip,2020-04-01,NVDA
Goldman Sachs Adds Nvidia To 'Conviction Buy' List,2018-10-18,NVDA
Amplify ETFs CEO Breaks Down The Merits Of Blockchain Investing,2018-02-18,NVDA
"UPDATE: Goldman Sees Augmented Reality Market Value Of $59B in 2025, Sees Virtual Reality Market Value Of $36B",2016-07-18,NVDA
Benzinga's Volume Movers,2015-08-07,NVDA
Upcoming Earnings: Tech Giant Nvidia To Report Q3 Results Tomorrow,2018-11-14,NVDA
NVIDIA Shares Down ~$1.10 Over Last Min. As Traders Circulating Concerning Report From 'Guru Of 3D',2017-07-17,NVDA
The Market In 5 Minutes,2017-05-24,NVDA
NVIDIA Sees Q3 Sales $1.68B +/- 2% vs $1.45B Est.,2016-08-11,NVDA
The Market In 5 Minutes,2017-02-27,NVDA
Nvidia Consolidating Intra-Day; Up 3.61% (NVDA),2011-04-07,NVDA
E-Commerce Is Among The Lucky Ones With The Tools To Amortize The Coronavirus Blow,2020-03-12,AAPL
"7 Stocks To Watch For August 11, 2017",2017-08-11,NVDA
Hearing Softbank Considering Plan To Sell Stake In NVIDIA In 2019,2018-12-11,NVDA
"Earnings Scheduled For February 12, 2014",2014-02-12,NVDA
'AMD is readying graphics cards to take on Nvidia's GeForce RTX range' -Tech Radar,2018-12-04,NVDA
10 Biggest Price Target Changes For Friday,2020-04-24,AAPL
"Walmart Earnings Look Strong Across the Board, But Home Depot Down After Missing on EPS",2020-05-19,NVDA
"Position Scrimmage: Coronavirus, End-Of-Month Profit Taking Influencing Markets",2020-01-31,NVDA
Nvidia Goes Negative (NVDA),2011-03-03,NVDA
"Chip Stocks On the Move: AMD, Nvidia, Xilinx, Rambus And More",2017-07-10,NVDA
Shares of several technology companies are trading higher as equities continue to rise following last week's rebound amid US stimulus measures.,2020-03-30,NVDA
Intel CPU Shortages May Impact Notebook ODM's in H1 2019,2018-12-11,NVDA
"Morgan Stanley Maintains Overweight on NVIDIA, Lowers Price Target to $260",2018-11-08,NVDA
"Nomura Downgrades NVIDIA to Reduce, Announces $90.00 Target",2017-02-22,NVDA
Mid-Morning Market Update: Markets Mixed; J C Penney Sales Miss Estimates,2016-05-13,NVDA
"Bank of America Downgrades Nvidia from Buy to Neutral, Maintains PO at $16.5",2012-02-16,NVDA
"Analysts Like Nvidia's EGX Edge Supercomputing Platform, 5G Opportunity",2019-10-22,NVDA
US Stock Futures Signal Higher Start On Wall Street,2014-01-21,NVDA
NVIDIA shares are trading higher after the company announced a new gaming chip at CES 2019.,2019-01-07,NVDA
3 Semiconductor Stocks With Soaring Short Interest,2015-05-14,NVDA
Nvidia Raised to 'Outperform' by Wells Fargo,2011-08-23,NVDA
2017 Game Developers Conference Begins Today; Advanced Micro Devices And Nvidia Attending,2017-02-27,NVDA
"Oppenheimer Likes Avago, Skyworks Solutions; Upgrades Marvell And Downgrades Broadcom",2015-07-07,NVDA
NVIDIA Posts Record Revenue,2014-11-07,NVDA
"PC Market Be Damned, NVIDIA Stock Is A Buy",2015-08-03,NVDA
"NVIDIA Q4 Adj. EPS $1.89 Beats $1.66 Estimate, Sales $3.105B Beat $2.96B Estimate",2020-02-13,NVDA
Wednesday February 27th watchlist,2013-02-27,NVDA
"Cramer: Tesla Is A Tech Company On Wheels, Unlike Ford And GM",2020-01-23,NVDA
This AMD Bear Is No Less Bearish Ahead Of Q3 Earnings,2017-10-23,NVDA
Nvidia Sees FY18 Revenue $1.9B vs $1.88B,2017-02-09,NVDA
"A Peek Into The Markets: US Stock Futures Down Ahead Of Earnings, Jobless Claims Data",2020-05-21,NVDA
"A Peek Into The Markets: US Stock Futures Climb Ahead Of Earnings, Fed Minutes",2020-05-20,AAPL
IHS Reports Worldwide Semiconductor Revenue Hits Record $129.8B in Q3 2018,2018-11-30,NVDA
"Benzinga's Initiation Summary for May 31, 2012",2012-05-31,NVDA
Analyst: Nvidia Earnings Will Triple In The Next 5 Years,2019-10-15,NVDA
Should AMD Blame Itself for its Losses?,2012-01-24,NVDA
Apple: MacBook Pros Using A New Generation Nvidia GeForce GT 650m Graphics,2012-06-11,NVDA
"Sony, Nvidia, Uber Introduce Electric, Autonomous Auto Concepts At CES",2020-01-07,NVDA
Credit Suisse Compiles List Of Corporations With Most And Least Cash,2020-04-02,AAPL
"NVIDIA Reports Q2 EPS $1.01 vs $0.70 Est., Sales $2.23B vs $1.96B Est.",2017-08-10,NVDA
Nvidia Option Alert: Mar 16 $240 Calls at the Ask: 500 @ $7.1 vs 274 OI; Ref=$189.,2017-09-18,NVDA
NVIDIA shares are trading higher despite no company-specific news. The stock has rallied roughly 14% in the past 3 months.,2019-09-25,NVDA
NVIDIA shares are trading higher after Morgan Stanley upgraded the company's stock from Equal-Weight to Overweight and announced a $259 price target.,2019-11-25,NVDA
9 Technology Stocks Moving In Thursday's Pre-Market Session,2019-10-17,NVDA
Apple CEO Tim Cook Sees Remote Work Sector Accelerating,2020-04-30,AAPL
32 Stocks Moving in Friday's Pre-Market Session,2020-05-01,AAPL
NVIDIA Shares Trading Lower As Traders Circulate The Information Article Which Highlights Huawei's AI Push With 'Project Da Vinci' To Challenge NVIDIA's AI Chips,2018-07-12,NVDA
"As Market Gyrates, Investors Seek Direction From Large Stocks Including Apple, Microsoft",2020-03-11,AAPL
"Stocks That Will Be Trading Ex Dividend Thurs., Nov. 29, 2018",2018-11-28,NVDA
Tariff Troubles: Market Retreat Looks To Continue As U.S. Raises Levies On China Goods,2019-05-10,NVDA
NVIDIA Higher Following Earnings,2014-08-08,NVDA
"Shares of chip stocks are trading lower after RBC analysts reportedly issued cautious commentary on NVIDIA, citing potential softness in the gaming sector.",2018-12-27,NVDA
Apple Accidentally Confirms Unreleased Product That Helps Users Find Lost Items,2020-04-03,AAPL
Nvidia At CES: Oppenheimer's Major Takeaways,2018-01-10,NVDA
"FBR Capital Maintains Market Perform on NVIDIA Corporation, Lowers PT to $14.00",2013-02-12,NVDA
All The Nvidia Launches Thus Far This Year,2017-09-15,NVDA
Traders See Signs Of Rotation Into Financials Amid Nasdaq's Worst Day In Months,2017-11-29,NVDA
Hearing Piper Sandler Raised Apple Price Target From $260 To $300; Unconfirmed,2020-04-08,AAPL
"Nvidia Impresses Analysts With Datacenter Resurgence, Expanding Margins",2019-11-15,NVDA
A Peek Into The Markets: US Stock Futures Edge Higher Ahead Of Economic Reports,2019-02-15,NVDA
Option Alert: $NVDA Jan $32 Call Sweep; 1385 Contracts @Ask @$1.11,2015-11-30,NVDA
"NVIDIA Beats Q4 Estimates, Sales Up 55%",2017-02-09,NVDA
A Peek Into The Markets: U.S. Stock Futures Edge Higher Ahead Of Fed Speakers,2017-06-20,NVDA
"Deutsche Bank AutoTech Conference Takes Place Today; Attendees Include Ford, Intel, Delphi, Nvidia, ON Semiconductor, & Maxim Integrated Products",2017-05-11,NVDA
"Benzinga's Top ETF Decliners, August 23rd (SOXS, ERY, FSG, SQQQ)",2011-08-23,NVDA
A Peek Into The Markets: US Stock Futures Edge Lower Ahead Of Economic Data,2018-08-17,NVDA
24 Technology Stocks Moving In Thursday's Pre-Market Session,2020-01-02,NVDA
Stocks That Hit 52-Week Highs On Thursday,2019-12-12,NVDA
Trump's Executive Order To Expose Social Media To Lawsuits Over Content Policies,2020-05-28,AAPL
